__label__positive , 蒙牛 很 牛
__label__negative , 买 蒙牛 提心 吊 胆  骂 蒙牛 气 大 伤身  喝 蒙牛 无异 自杀 现在 还 得 操 上 蒙牛 怎么 花钱 的 心 咱 别 这样 了 多 累 啊 大家 都 不买 不就 得 了 不喝 蒙牛 死 不了 人 的  要 身体 结实 不要 身体 结石 如今 为了 钱 人 不干 的 他们 都 干  新浪 收 了 蒙牛 的 钱
__label__negative , 就 和 远离 蒙牛 一样 正常 人 一定 要 远离
__label__negative , 蒙牛 篡改 牛奶 生产 日期 经理 被 批捕 针对 蒙牛 一 经理 篡改 生产 日期 被 抓 一 案 昨日 记者 从 浦江县 公安局 获悉 本月 蒙牛 公司 驻 义乌 经理 王孙富 和 同伙 赵宝峰 因 涉嫌 生产 销售 伪劣 产品 罪 被 浦江县 检察院 批准 逮捕
__label__negative , 一 大 难题 有 监控 机制 怎么 能管 不到 建立 总裁 责任制 出 了 事故 总裁 坐牢 就 不会 有 难题 了 坚决 抵制 食品 安全 蒙牛 整条 产业链 彻底 失控
__label__negative , 再次 提醒 朋友 们 珍惜 生命  远 离路 边摊 远离 路边 小笼 肉包 远离 熟食 远离 蒙牛 为了 自己 为了 你 爱 的 人 
__label__negative , 父亲 住院 母亲 告诉 俺 说 有人 送 了 两 箱 蒙牛 牛奶 俺 急忙 电话 告诉 母亲 倒掉  然 后 告诉 母亲 那 人 和 父亲 关系 肯定 很 不好 理由 是 蒙牛 牛奶 是 慢性 毒药 买 纯 牛奶 买 保质期 比较 短 的 看 口感 看 包装 最 重要 的 是 不要 被 广告 迷惑 哦
__label__negative , 自己 贱 蒙牛 出 那么 多 事 了 你 还 敢 买 不是 自己 贱 吗 我 现在 不喝 也 不会 买 蒙牛 的 东西 了 对 不良 企业 不能 惯 着 可怕 谁 喝 谁 倒霉 二三 线 小 城 的 孩子 净 被 坑 了 今晚 电视台 曝光 蒙牛 高钙奶 谁 喝 谁 倒霉
__label__negative , 不喝酒 不喝 伊利 蒙牛 但 还是 要 受 污染 的 空气 与 水源 但 足协 的 头都会 下课  奶业 及 酒业 协会 的 头 不下来 的 有 因 必 有 果  正常
__label__negative , 转发 一个 我 早 在 三聚氰胺 出来 的 时候 就 是 蒙 黑 了 我 了 个 去 他 的 生产线 逆天 了 蒙牛 真心 不敢 喝 了 啊
__label__negative , 继续 抵制 国人 不买 日货  岛国 不会 不行 国人 不买 蒙牛 很快 就 不行 了  祸害 少 一个 是 一个
__label__negative , 此 段子 与 老太 逃逸 蒙牛 自 黑 并列 我 心目 中 的  切 糕 段子 三 甲
__label__negative , 蒙牛 终于 认清 自己 比 切糕 更 恶劣 的 事实 了  切 糕 要 钱蒙牛 要 命
__label__negative , 这 是 葡萄皮 吗 事实 证明 蒙 牛坑人 无 下限 劣质 到 永远
__label__negative , 抵制 所有 问题 牛奶 伊利 蒙牛 这种 垃圾 企业 不倒 就 没有 天理 了
__label__negative , 我 依然 固执 的 认为 在 蒙牛 被 查处 之前 肯德基 什么 的 都 是 浮云
__label__negative , 我 来 帮 你 一 把 好 牛 逼 垃圾 蒙牛
__label__negative , 回复 这 公关 太 到位 了 可惜 狼 来 了 太 多次 了 回复 看 你 下面 的 评论 与 其 抵制 日货 不如 抵制 蒙牛
__label__negative , 国航 发给 的 蒙牛 早餐 太 狠 了 买 打折 机票 的 一个 都 不能 放 
__label__negative , 顶  蒙牛 快点 关门 大吉 吧 我 真的 很 讨厌蒙牛 啊
__label__negative , 伊利 不给力 要 上 就 上 蒙 牛 毒 不死他丫 的 幽默
__label__negative , 早上 过来 的 飞机 肯定 是 被 击落 的  着急 地 穿过 云层 后 突然 一下 砸 在 地面 上 就算 降落 了 还 供应 蒙 牛酸奶 一直 担心 吃 完 会 不会 不适 
__label__negative , 好 恶心 啊  又 一个 黑名单 了 蒙牛 又 出事 了 这 次 数据 更 得 低 喽 不管 真 不真 蒙牛 真心 不能 喝 了
__label__negative , 事实 蒙 牛坑 的 人 可比 切糕 坑人 多 多 了 蒙 牛marketing 是 sb
__label__negative , 那 你 喝 什么 伊利 牛奶 永不 喝 蒙牛
__label__negative , 我 投 给 了 quot 王小山 抵制 后 不喝 蒙牛 quot 这个 选项
__label__negative , 太 恶心 啦 蒙牛 的 早就 不喝 了  别 拦 着 我 让 我 把 前年 喝 的 特伦苏 吐 出来 好 奶蒙 牛造 营养 高 蛋白
__label__negative , 伊利 不行  蒙牛 不行  该 喝 什么 奶  珍爱 远离 几 年 前 一个 在 蒙牛 工作 的 朋友 告诉 我  别 喝 蒙 牛奶 于是 我 从此 没在 喝 过 了 这么 多年 一 系列 蒙牛 的 负面 新闻 我 只是 奇怪 为啥 央视 还 在 给 它 继续 做 广告 呢 所以 我 要 感谢 当年 告诉 我 内幕 的 朋友
__label__negative , 我 擦 以后 再 也 不吃雀巢 的 东西  老出 问题 跟 蒙牛 一个 尿性
__label__negative , 早就 不喝 蒙 牛 了 造假 也 要 有 逻辑 有 体系
__label__negative , 让 她 喝 一个 月 的 过期 奶 看 她 什么 态度 无耻 蒙牛 总裁 生产 日期 篡改  属 个别 现象 针对 蒙牛 箱 临期 牛奶 生产 日期 被 篡改 事件 蒙牛 总裁 孙伊萍 回应 称  这 一个 别 事情 不会 影响 到 蒙牛 的 大局 对于 蒙牛 的 口碑 及 社会 形象 她 表示
__label__negative , 这 话 真 有 深意 啊 珍爱 生命 远离 蒙牛 远离 纽崔莱
__label__negative , 对 这种 丧尽天良 的 企业  比如 六 和 kfc 蒙牛 等 不会 又 是 一个 道歉 就 能 解决 问题 了 吧 应该 把 其 负责人 绳 之 以 法  对 企业 课 以 重罚
__label__negative , 国内线 叫 餐木 人睹 国际线 都 以为 是 救灾 回来 的 飞机 今年 宁肯hk 转 了 次 机  也 不从 bj做ca 除了 蒙牛 牛奶 还有 难以 置信 的 难 吃 的 中餐
__label__negative , 完 了 一个 不小心 喝 了 蒙牛 的 酸奶 我 会 不会 有事 啊
__label__negative , 不舒服 拉 肚子 还 低 烧  我 就 喝 了 瓶蒙牛 不带 这样 的
__label__negative , 非 得到 了 冬天 才 想 喝 牛奶 蒙牛 的 牛奶 太 难 喝 了 一 股 奶 粉味
__label__negative , 今天 的 酸奶 有 异味 再 也 不买 蒙 牛 了 澳洲 的 酸奶 也 太 稠 了
__label__negative , sbsb 抵制 蒙牛
__label__negative , 又 是 蒙牛 再 也 不能 吃 蒙 牛 了  蒙牛 的 任何 产品 都 不买 了
__label__negative , 中粮 还是 算 了 尽产 些 蒙牛 之 流 的 产品 对 人类 未来 不利 啊
__label__negative , 我 日  禁吧  蒙牛 伊利 公关 做 足 了 吧  老子 就 不买 蒙 牛伊利
__label__negative , 擦 亏我 这么 相信 蒙牛 幸好 我 一直 只 喝 伊利 太 可 恶
__label__negative , 地球 太 可怕 了 连 蒙牛 都 喝 不成 了 早 知道 我 嫁 到 喵星 去
__label__negative , 继续 抵制 蒙牛 换 个 主 视觉 就 切割 负面 形象 了 什么 路子 啊
__label__negative , 那些 碍国者 们 你们 连 蒙牛 都 不懂 的 抵制 谈何 抵制 日货 
__label__negative , 蒙牛 经理 篡改 产品 日期 被 刑拘
__label__negative , 结论 是 味 全 蒙牛 伊利 伊利 买 的 是 抹 茶味 的 太 难 喝 了
__label__negative , 已经 不买 蒙牛 好几 个 月 了 坚持 到 丫 倒闭
__label__negative , 恶心 死 了 蒙牛 恶心 虫子 更 恶心 对 着 虫 子 撸 的 最 恶心 我 擦 这 两 天 都 在 喝 这个 再 也 不买 了
__label__negative , 蒙牛 宣布 无条件 回收 箱  生产 日期 篡改奶 针对  蒙牛 一 经理 篡改 生产 日期 被 抓 一 案 昨 viva 畅读
__label__negative , 从 我 做 起  拒绝 蒙牛 我 己 抵制 了 一 年 多 包括 冷饮 在内 的 蒙牛 的 一切 只 可惜 我 的 粉丝 有限 不能 呼吁 更 多 人 只能 先 从 自己 做 起 抵制 抵制 蒙牛  别 喝 拉 喝 了 坑 自己 啊 不知道 没办法 知道 了 就 杜绝  和 这种 人 没话 可 讲
__label__negative , 抵制 蒙牛 我 最 讨厌蒙牛 的 高官 没有 一点 为 人民 服务 的 意识 这样 的 民族 企业 不要 也 罢  蒙人 的 牛奶
__label__negative , 希望 大家 不要 购买 蒙牛 和 伊利 的 产品 对 无 良 企业 说 不无良 企业 一 错 再 错 屡 教 不改  还 口口 声 说 只 为 点滴 幸福 都 是 扯
__label__negative , 我 当年 就 想 i bm 的 公关 有 问题 一 条 丑闻 都 没有 的 结果 就 是 内部 腐败 的 日益 严重 和 蒙牛 今天 一样 媒体 失去 了 该 有的 监督 和 约束
__label__negative , 真 他 妈 缺德 老子 以后 再 也 不喝 蒙 牛 了
__label__negative ,  妈 的 无法 无天  抵制 蒙牛 从 我 做 起 
__label__negative , 换 汤 不换 药 换 了 也 不卖 还 不如 老 的  蒙牛 新 包装
__label__negative , 珍惜 生命  远 离蒙牛 蒙牛 准备 啥 时 道歉
__label__negative , 和 蒙牛 说 再见  重飞 吃货 立方网
__label__negative , 不代 言 蒙牛 可惜 了 旁边 的 汽车 都 是 奶 模 
__label__negative , 生意 都 做成 这样 了 还 以为 别人 比 他们 还 弱智 蠢 到 这 份 上真 的 无药 可 治 了 为 自己 积点 德 为 子孙 积点 德 行 不行 啊 怎么 不实 那 包装 是 p 的  蒙牛 高层 不是 不担心 中国 百姓 不买 么 扬言 尽管 负面 新闻 不是 还 在 排队 买
__label__negative , 这 几 天 我 一直 以为 是 咖啡 的 问题 或者 我 煮 的 不对 磨 的 不够 今天 实在 受不了 弄 了 杯 斋啡 麻痹 是 蒙牛 的 问题 垃圾 根本 是 水 不是 牛奶
__label__negative , 我 不喝 蒙牛 的 牛奶 之后 改 吃 蒙牛 的 老酸奶 谁知 更 悲催 敢 情 吃 了 老皮鞋 我 早已 不喝 蒙 牛 了 希望 伊利 珍惜 自己 的 名誉 早 就 不敢 唱 牛奶 这个 一定 要 你 和 蒙牛 一 场 不得不 说 说 也 说 不尽 的 故事
__label__negative , 过节 了 收获 的 礼品 除了 月饼 大闸蟹 各类 水果 等 还有 蒙牛 伊利 无数 喝 不喝  喝 不喝  喝 不喝  能 不能 喝  能 不能 喝  能 不能 喝
__label__negative , 幸亏 因为 贵舍 不得 吃 太 恐怖 晕  相比 起蒙 牛卖 毛 钱 的 小牛 奶冰棍 卫生 不合格 这种 高价 低质 的 烂 品牌 更 坑人 吧 坚决 不再 吃 了
__label__negative , 话 说 我 都 一 年 没喝 了 包括 他家 酸 奶  都 一起 抵制 继续 抵制 蒙牛 几 年 前 一个 在 蒙牛 工作 的 朋友 告诉 我  别 喝 蒙 牛奶 于是 我 从此 没在 喝 过 了 这么 多年 一 系列 蒙牛 的 负面 新闻 我 只是 奇怪 为啥 央视 还 在 给 它 继续 做 广告 呢
__label__negative , 我 老板 在 超市发 买 了 一 箱 变质 的 蒙牛 牛奶 超市 不退  竟然 说是 老板 味觉 有 问题 打 客服 尽然 说 要 去 原产地 去 投诉 为了 一 箱 牛奶 拍 到 内蒙 去  坑人 也 不带 这样 的 昨天 转 了 这个 没多久 被 删 了 新浪 跟 蒙牛 一样 不要 脸 
__label__negative , 蒙牛 问题 牛奶 已经 被 曝光 n 次 了 有些 人 就 是 迷信 名牌 在 牛奶 被 检测 出 问题 的 可能 蒙牛 最 多 所以 我 宁 可 不喝  也 不买 蒙牛 奶 
__label__negative , 针对  蒙牛 一 经理 篡改 生产 日期 被 抓 一 案 蒙牛 宣布 无条件 收 箱  生产 日期 篡改奶 viva 畅读
__label__negative , 蒙牛 真 恶心 创意 做 不好  然而会 搬 起 石头 砸 自己 的 脚
__label__negative , 这个 是 我 喝 过 的 除了 特伦苏 最 难 喝 的 奶 了  蒙牛 果然 猛
__label__negative , 真 爱 生命 远离 蒙牛 国产 牛奶 还 能 喝 吗 特伦苏 也 沦陷 了
__label__negative , 酸奶 就 酸奶  还 成长 牛奶 哀家 又 被 骗 了  蒙牛 坑爹
__label__negative , 我 又 一 次 用 我 的 肠胃 证明 了 伊利 是 不能 喝 的 目前 只 测 出 了 蒙牛 和 伊利 是 有 问题 的 在 不加 热 的 情况 之下 这 两 种 牛奶 连 着 喝 天 每天 毫升  我 绝对 会 拉 肚子 无例外 情况 是 我 太 脆弱 了 还是 真 的 伊利 和 蒙牛 还 存在 问题
__label__negative , 哎  蒙牛 出 问题 了 伊利 还 远 吗 还 好 从 来 不喝 蒙牛
__label__negative , 我 就 不明白 为啥 还 有人 买 蒙 牛  还 在 卖 蒙牛 的 人  只能 说是 自己 找 死 了
__label__negative , 不喝 蒙牛 不喝 伊利 热门 微博
__label__negative , 早 就 黑名 单y 了 很 久 不买 垃圾 蒙牛 了
__label__negative , 搞 明白 是 负面 报道 致 蒙牛 销量 降 三 成  还是 质量 问题
__label__negative , 我 现在 都 不喝 蒙 牛 了 老出 问题 太 不让 消费者 放心 了
__label__negative , bs 坚决 不喝 蒙牛 鄙视 你 不喝 蒙牛 会 死 啊 
__label__negative , 外表 换 有 什么 用 内 在 也 不换 反正 以后 不会 买 蒙 牛 了
__label__negative , 这样 的 企业 应该 让 他 死 掉 蒙牛 一 经理 篡改 生产 日期 被 抓
__label__negative , 看到 伊利 就 想 吐 看到 蒙牛 就 晕倒 看到 王老吉 就 上火
__label__negative , 奸商 啊 奸商  这 就 是 蒙牛 冰 camera360 照片 分享
__label__negative , 长城 一贯 如此  烂 中 最 烂 真 不知道 怎么 还 有人 喝 蒙牛
__label__negative , 买 了 瓶蒙 牛酸奶 无 比罪 恶  只有 这 一个 牌子 拿 了 又 放 回去 最后 还是 拿 了 太 不坚定 了 下次 一定 要 做到 只有 蒙牛 就 不喝 
__label__negative , 这 会 不会 都 是 你们 蒙牛 自己 所 为 显得 你们 好像 总 被 诬陷 最近 就 只 在 前 一 阵子 买 了 一 段 时间 的 三元 盒装 奶 感觉 还 不错 反正 对 蒙牛 是 没什么 好 印象 不会 再 光 顾  并且 不建议 亲友 饮用  很 久 不关注 蒙 牛 了 反正 我 又 不喝  良心 企业
__label__negative , 已经 从 很多 年轻 开始 永远 不买 蒙牛 的 任何 产品 了 也 想 周围 的 人 建议 不买 蒙牛 的 任何 产品 这 是 一个 道德 沦丧 的 企业
__label__negative , 一边 说 蒙牛 不好 一边 又 不断 的 买 他们 产品 蒙牛 在乎 你 的 说法 才怪  ps 我 早 都 开始 抵制 蒙牛 了 这 事出 在 蒙牛 身上 也 不稀奇
__label__negative , 尼妈 啊 刚才 买 了 箱 蒙牛 纯牛 奶  打开 喝 了 包  靠  真心 受不了 跟 水似 的  尼 妈 我 真心 后悔吖  还 以为 蒙牛 成心 悔改 牛根生 你 好 坑人 啊  多少 好喝 那末 一点点 我 也 不会 这么 桑心 啊 真 跟 水 是 一样 一样 的
__label__negative , 低级 蒙牛 当然 唔 饮 啦 不喝 蒙牛 很多 年
__label__negative , 蒙牛 负面 消息 不断 让 人 瞠目结舌 牛 总 还是 先务 实吧
__label__negative ,  友 情 滋味 伊利 蒙牛 什么 玩意
__label__negative , 股市  汇市  期市 行情 中国 人 的 记忆力 太 差 了  想 伊利 蒙牛 双汇 这种 企业 就 应该 让 他 倒闭 现在 的 所有 白酒 股 也 一样 一 文不值
__label__negative , 一定 要 保证 最 好 的 送给 国际 友人  港澳台 同胞 把 最 差 的 留给 百毒 不侵 的 自己人  蒙牛 真的 只是 蒙牛 而 不再 蒙人 了
__label__negative , 太 惊悚 了 不知酸 奶会 不会 有 问题 珍爱 生命 远离 蒙牛 阿伯 揭露 专区 厦门 女子 酒店 喝牛奶 下肚 后 发现 碗 里 几十 条 活虫
__label__negative , 回复 不看 反正哥 从不 喝 蒙牛 珍爱 生命 远离 蒙牛 另外 劝 你 尽早 从 蒙牛 离职 省 得 亲戚 朋友 为 你 蒙羞 
__label__negative , 又 长 见识 了 运动员 不喝 蒙牛 不喝 伊利 这 包装 极为 简易 极为 低调 的 牌子 极 无 声息 的  才 是 每天 在 运动员 餐厅 出现 的
__label__negative , 医生 居然 买 了 蒙牛 我 是 喝 呢 还是 不喝 呢 还是 不喝 呢
__label__negative , 蒙牛 也 不可信
__label__negative , 蒙牛 不纯洁 啊
__label__negative , 横批 酒 鬼吹牛 回复 哈哈  酒 对 牛  牛 这个 妙  蒙牛 人产 蒙 牛  蒙牛 嘴 上 吹 牛 
__label__negative , 蒙牛 除了会 造假 和 抄袭  还 会别 的 不你 妈 还 纯 甄来
__label__negative , 蒙牛 你 好 难 喝
__label__negative , 太 坑爹 了 我 说 呢 怎么 喝 了 两 口 就 没了 原来 里面 大 有 文章 啊  怎么 能 这么 欺骗 消费者 我 只能 说 蒙牛 你 太 不厚道 了
__label__negative , 又 一 蒙牛 吐槽
__label__negative , 蒙牛 又 悲剧 了
__label__negative , 每天 一 包 奶  毒死 中国 人  蒙牛 是 全国 最 无耻 的 企业 之一 继续 让 蒙牛 经验 的 后台 们 是 世界 上 最 无耻 的 机构 同意 请 转 
__label__negative , 蒙牛 的 说法 就 是 请 我 朋友 吃 顿 饭  怀疑 是 不是 内部 人 消费者 这么 好 忽悠 还是 以为 妹子 这么 好泡 拒绝 蒙牛 珍爱 生命
__label__negative , 早就 不喝 了 珍爱 生命 远离 蒙牛
__label__negative , 从来 不买 蒙牛 的  蒙牛 的 不能 买 啊 现在 能 吃 什么 吧  到处 都 是 安全 隐患  请 不要 购买 蒙牛 产品
__label__negative , 冒 着 生命 危险 喝 了 瓶蒙牛 结果 从 凌晨 四 点 开始 不舒服
__label__negative , 您 们 这些 零售 巨人 敢 抵 制害人 的 蒙牛 吗
__label__negative , 看 清楚 一点 买 蒙牛 雪糕 里面 还 送 螺丝 太 吓人 了
__label__negative , 哎妈 底下 蒙牛 给 我 回复 了 看来 不能 说 人家 坏话 了
__label__negative ,  蒙牛 只 祸害 内地 人 的 做事 真 缺德
__label__negative , 管 他 真 的 假 的 反正 我 是 早就 不买 蒙牛 的 任何 产品 了
__label__negative , 周五 那天 死活 不要 买 蒙牛 来 着  不转 都 对不起 蒙牛
__label__negative , 蒙牛 出 的 牛奶 就 是 不好  我 从来 不喝  我 就 认 三元 伊利
__label__negative , 蒙牛 丢 人 了
__label__negative , 早已 不买 蒙牛
__label__negative , 拒绝 蒙牛 很 久
__label__negative , 反正 不喝 蒙牛
__label__negative , 蒙牛 就 是 傻比
__label__negative , 蒙牛 倒闭 吧
__label__negative , 让 蒙牛 去 死吧
__label__negative , 换 汤 不换 药  还 不如 不换 个 名字 让 大家 以为 你 不是 蒙牛
