__label__positive , 蒙牛 很 牛
__label__negative , 我 当年 就 想 ibm 的 公关 有 问题 一 条 丑闻 都 没有 的 结果 就 是 内部 腐败 的 日益 严重 和 蒙牛 今天 一样 媒体 失去 了 该 有 的 监督 和 约束
__label__negative , 真 他 妈 缺德 老子 以后 再 也 不喝 蒙牛 了
__label__negative , 妈 的 无法无天 抵制 蒙牛 从 我 做 起
__label__negative , 换汤不换药 换 了也不卖 还 不如 老 的 蒙牛 新 包装
__label__negative , 珍惜 生命 远离 蒙牛 蒙牛 准备 啥 时 道歉
__label__negative , 和 蒙牛 说 再见 重 飞 吃 货 立方网
__label__negative , 不代 言 蒙牛可惜 了 旁边 的 汽车 都 是 奶模
__label__negative , 生意 都 做成 这样 了 还 以为 别人 比 他们 还 弱智 蠢 到 这 份 上 真 的 无 药 可 治 了 为 自己 积点 德 为 子孙积点德 行 不行 啊 怎 么 不实 那 包装 是 p 的 蒙牛 高层 不是 不担心 中国 百姓 不买 么 扬言 尽管 负面 新闻 不是 还 在 排队 买
__label__negative , 这 几 天 我 一直 以为 是 咖啡 的 问题 或者 我 煮 的 不对 磨 的 不够 今天 实在 受 不了 弄 了 杯 斋啡 麻痹 是 蒙牛 的 问题 垃圾 根本 是 水 不是 牛奶
__label__negative , 我 不喝 蒙牛 的 牛奶 之后 改 吃 蒙牛 的 老 酸奶 谁知 更 悲催 敢 情 吃 了 老 皮鞋 我 早已 不喝 蒙牛 了 希望 伊利 珍惜 自己 的 名誉 早就 不敢 唱 牛奶 这个 一定 要 你 和 蒙牛 一 场 不得 不说 说 也 说 不尽 的 故事
__label__negative , 过节 了 收获 的 礼品 除 了 月饼 大 闸 蟹 各类 水果 等 还有 蒙牛 伊利 无数 喝 不喝 喝 不喝 喝 不喝 能 不能 喝 能 不能 喝 能 不能 喝
__label__negative , 幸亏 因为 贵舍 不得 吃 太 恐怖 晕 相比 起 蒙牛 卖 毛 钱 的 小 牛奶 冰棍 卫生 不合格 这种 高 价 低质 的 烂 品牌 更 坑人 吧 坚决 不再 吃 了
__label__negative , 话 说 我 都 一 年 没喝 了 包括 他 家 酸奶 都 一起 抵制 继续 抵制 蒙牛 几 年 前 一个 在 蒙牛 工作 的 朋友 告诉 我 别 喝 蒙 牛奶 于是 我 从此 没在 喝 过 了 这 么 多 年 一 系列 蒙牛 的 负面 新闻 我 只是 奇怪 为啥 央视 还 在 给 它 继续 做 广告 呢
__label__negative , 我 老板 在 超市发 买 了 一 箱 变质 的 蒙牛牛奶 超市 不退 竟然 说是 老板 味觉 有 问题 打 客服 尽然 说 要 去 原产地 去 投诉 为 了 一 箱 牛奶 拍 到 内蒙 去 坑人 也 不带 这样 的 昨天 转 了 这个 没多久 被 删 了 新 浪 跟 蒙牛 一样 不要 脸
__label__negative , 蒙牛 问题 牛奶 已经 被 曝光 n次 了 有些 人 就是 迷信 名牌 在 牛奶 被 检测 出 问题 的 可能 蒙牛 最 多 所以 我 宁可 不喝 也 不买 蒙 牛奶
__label__negative , 针对 蒙牛 一经理 篡改 生产 日期 被 抓 一 案 蒙牛 宣布 无条件 收 箱 生产 日期 篡改 奶 viva 畅读
__label__negative , 蒙牛 真 恶心 创意 做 不好 然而 会 搬起石头砸自己的脚
__label__negative , 这个 是 我 喝 过 的 除 了 特伦苏 最 难 喝 的 奶 了 蒙牛 果然 猛
__label__negative , 真 爱 生命 远离 蒙牛 国产 牛奶 还 能 喝 吗 特伦苏 也 沦陷 了
__label__negative , 酸奶 就 酸奶 还 成长 牛奶 哀 家 又 被 骗 了 蒙牛 坑 爹
__label__negative , 我 又 一 次 用 我 的 肠胃 证明 了 伊利 是 不能 喝 的 目前 只 测出 了 蒙牛 和 伊利 是 有 问题 的 在 不加热 的 情况 之下 这 两 种 牛奶 连 着 喝 天 每天 毫升 我 绝对 会 拉 肚子 无例外 情况 是 我 太 脆弱 了 还是 真 的 伊利 和 蒙牛 还 存在 问题
__label__negative , 哎 蒙牛 出 问题 了 伊利 还 远 吗 还 好 从 来不 喝 蒙牛
__label__negative , 我 就 不明白 为啥 还 有人 买 蒙牛 还 在 卖 蒙牛 的 人 只 能 说是 自己 找 死 了
__label__negative , 不喝 蒙牛 不喝 伊利 热门 微博
__label__negative , 早就 黑名单 y 了 很 久 不买 垃圾 蒙牛 了
__label__negative , 搞 明白 是 负面 报道 致 蒙牛 销量 降 三 成 还是 质量 问题
__label__negative , 我 现在 都 不喝 蒙牛 了 老 出 问题 太 不让 消费者 放心 了
__label__negative , bs 坚决 不喝 蒙牛 鄙视 你 不喝 蒙牛会 死 啊
__label__negative , 外表 换 有 什 么 用 内在 也 不换 反正 以后 不会 买 蒙牛 了
__label__negative , 这样 的 企业 应该 让 他 死 掉 蒙牛 一经理 篡改 生产 日期 被 抓
__label__negative , 看到 伊利 就 想 吐 看到 蒙牛 就 晕倒 看到 王老吉 就 上火
__label__negative , 奸商 啊 奸商 这 就 是 蒙牛 冰 camera 照片 分享
__label__negative , 长城 一贯 如此 烂 中 最 烂 真 不知道 怎 么 还 有人 喝 蒙牛
__label__negative , 买 了 瓶 蒙牛 酸奶 无比 罪恶 只 有 这 一个 牌子 拿 了 又 放 回去 最后 还是 拿 了 太 不坚定 了 下次 一定 要 做到 只有 蒙牛 就 不喝
__label__negative , 这 会 不会 都 是 你们 蒙牛 自己 所 为 显得 你们 好像 总 被 诬陷 最近 就 只 在 前 一阵子 买 了 一 段 时间 的 三 元 盒装 奶 感觉 还 不错 反正 对 蒙牛 是 没什 么 好 印象 不会 再 光顾 并且 不建议 亲友 饮用 很 久 不关注 蒙牛 了 反正 我 又 不喝 良心 企业
__label__negative , 已经 从 很多 年轻 开始 永远 不买 蒙牛 的 任何 产品 了 也 想 周围 的 人 建议 不买 蒙牛 的 任何 产品 这 是 一个 道德 沦丧 的 企业
__label__negative , 一边 说 蒙牛 不好 一边 又 不断 的 买 他们 产品 蒙牛在乎 你 的 说法 才 怪 ps 我 早 都 开始 抵制 蒙牛 了 这 事 出 在 蒙牛 身上 也 不稀奇
__label__negative , 尼妈 啊 刚才 买 了 箱 蒙牛 纯 牛奶 打开 喝 了 包 靠 真心 受 不了 跟 水似 的 尼妈 我 真心 后悔 吖 还 以为 蒙牛 成心 悔改 牛根生 你好 坑人 啊 多少 好 喝 那末 一点点 我 也 不会 这 么 桑心 啊 真 跟水 是 一样 一样 的
__label__negative , 低级 蒙牛 当然 唔 饮 啦 不喝 蒙牛 很多 年
__label__negative , 蒙牛 负面 消息 不断 让 人 瞠目结舌 牛 总 还是 先 务实 吧
__label__negative , 友情 滋味 伊利 蒙牛 什 么 玩意
__label__negative , 股市 汇市 期市 行情 中国 人 的 记忆力 太 差 了 想 伊利 蒙牛 双汇 这种 企业 就 应该 让 他 倒闭 现在 的 所有 白酒股 也 一样 一文不值
__label__negative , 一定 要 保证 最 好 的 送 给 国际 友人 港澳台 同胞 把 最 差 的 留 给 百毒 不侵 的 自己 人 蒙牛 真 的 只 是 蒙牛 而 不再蒙人 了
__label__negative , 太 惊悚 了 不知 酸奶 会 不会 有 问题 珍爱 生命 远离 蒙牛 阿 伯揭露 专区 厦门 女子 酒店 喝 牛奶 下 肚 后 发现 碗 里 几十 条 活 虫
__label__negative , 回复 不看 反正 哥 从 不喝 蒙牛 珍爱 生命 远离 蒙牛 另外 劝 你 尽早 从 蒙牛 离职 省 得 亲戚 朋友 为 你 蒙羞
__label__negative , 又 长 见识 了 运动员 不喝 蒙牛 不喝 伊利 这 包装 极为 简易 极为 低调 的 牌子 极 无声息 的 才 是 每天 在 运动员 餐厅 出现 的
__label__negative , 医生 居然 买 了 蒙牛 我 是 喝 呢 还是 不喝 呢 还是 不喝 呢
__label__negative , 蒙牛 也 不可信
__label__negative , 蒙牛 不纯洁 啊
__label__negative , 横批 酒鬼 吹牛 回复 哈哈 酒 对 牛 牛 这个 妙 蒙牛人产 蒙牛 蒙牛嘴 上 吹牛
__label__negative , 蒙牛除 了 会 造假 和 抄袭 还 会别 的 不你 妈 还 纯甄 来
__label__negative , 蒙牛 你 好 难 喝
__label__negative , 太 坑 爹 了 我 说 呢 怎 么 喝 了 两口 就 没了 原 来 里面 大有文章 啊 怎 么 能 这 么 欺骗 消费者 我 只能 说 蒙牛 你 太 不厚道 了
__label__negative , 又 一 蒙牛吐槽
__label__negative , 蒙牛 又 悲剧 了
__label__negative , 每天 一 包 奶 毒 死 中国 人 蒙牛 是 全国 最 无耻 的 企业 之一 继续 让 蒙牛 经验 的 后台 们 是 世界 上 最 无耻 的 机构 同意 请 转
__label__negative , 蒙牛 的 说法 就 是 请 我 朋友 吃 顿 饭 怀疑 是 不是 内部 人 消费者 这 么 好 忽悠 还是 以为 妹子 这 么 好 泡 拒绝 蒙牛 珍爱 生命
__label__negative , 早就 不喝 了 珍爱 生命 远离 蒙牛
__label__negative , 从 来不 买 蒙牛 的 蒙牛 的 不能 买 啊 现在 能 吃什 么 吧 到处 都 是 安全 隐患 请 不要 购买 蒙牛 产品
__label__negative , 冒 着 生命 危险 喝 了 瓶 蒙牛 结果 从 凌晨 四点 开始 不舒服
__label__negative , 您 们 这些 零售 巨人 敢 抵制 害人 的 蒙牛 吗
__label__negative , 看 清楚 一点 买 蒙牛 雪糕 里面 还 送 螺丝 太 吓人 了
__label__negative , 哎妈 底下 蒙牛 给 我 回复 了 看 来 不能 说 人 家 坏话 了
__label__negative , 蒙牛 只 祸害 内地人 的 做事 真 缺德
__label__negative , 管 他 真 的 假 的 反正 我 是 早就 不买 蒙牛 的 任何 产品 了
__label__negative , 周五 那天 死活 不要 买 蒙牛 来 着 不转 都 对 不起 蒙牛
__label__negative , 蒙牛 出 的 牛奶 就 是 不好 我 从 来不 喝 我 就 认 三 元 伊利
__label__negative , 蒙牛 丢人 了
__label__negative , 早已 不买 蒙牛
__label__negative , 拒绝 蒙牛 很 久
__label__negative , 反正 不喝 蒙牛
__label__negative , 蒙牛 就 是 傻 比
__label__negative , 蒙牛 倒闭 吧
__label__negative , 让 蒙牛 去 死 吧
__label__negative , 换汤不换药 还 不如 不换 个 名字 让 大 家 以为 你 不是 蒙牛
__label__negative , 再 也 不喝 蒙牛
__label__negative , 拒绝 蒙牛 牛奶
__label__negative , 抵制 蒙牛
__label__negative , 早 不喝 蒙牛 了
__label__negative , 蒙牛混蛋
__label__negative , 蒙牛 真 不行
__label__negative , 怪 怪 这 么 牛 逼 啊 身边 谁 再 买 蒙牛 就 骂 谁 sb
__label__negative , 蒙牛 啥 时 灭亡
__label__negative , 彻底 封杀 蒙牛
__label__negative , 把 美禄 和 蒙牛 早餐 奶加 一 起 于是 有 了 很 诡异 的 味道
__label__negative , 早就 不买 蒙牛
__label__negative , 从 来不 喝 蒙牛
__label__negative , 必须 抵制 蒙牛
__label__negative , 蒙牛 就是 垃圾
__label__negative , 我 抵制 蒙牛
__label__negative , 从 来不 买 蒙牛
__label__negative , 竟然 用 双汇 请客 太 狠 了 我 觉得 再 来 点 蒙牛必死无疑
__label__negative , 无良 企业 拒绝 肯德基 拒绝 双汇 拒绝 蒙牛
__label__negative , 该 不会 是 蒙牛 的 吧 最近 蒙牛 老 出 问题 喝 得 我 怕 怕 的
__label__negative , 蒙牛 不安生 啊
__label__negative , 重 蹈 蒙牛复辙
__label__negative , 蒙牛 的 背景 究竟 有 多 牛 逼 这种 企业 怎 么 还 能 活 着 我 x 啊 蒙牛真尼玛无耻
__label__negative , 芭 呐呐弗雷喔 还有 那个 棒子 的 香蕉 牛奶 都 是 一个 味儿 果汁 奶 味儿 我 很 纳闷 为什 么 蒙牛 那个 破奶 要 卖 那 么 贵 悔恨 我 的 好奇心 让 你 馋 让 你 馋 让 你 馋 所以 新 浪 一直 不给 你 红星星 fuck
__label__negative , 卫生部 是 需要 反省 自己 的 奶粉 政策 了 不严格 管控 不但 害 了 消费者 也 纵容 蒙牛 等 无良 企业 兴风作浪 危害 祖国 下 一 代
__label__negative , 我 家 早就 封杀 蒙牛 了 蒙牛 酸奶 被 曝产 于 蒙牛 回应 照片 上 的 非蒙牛 产品
__label__negative , 蒙牛 你 好 牛 攘 外 必 先 安 内 所以 钓鱼岛 问题 先 搁 一 搁 把 mb 的 蒙牛 干掉 再说 一个 问题 接 一个 太 嚣张 太 不把 消费者 当 人 看 了
__label__negative , 民族 企业 龙头 这 几 年 一个个 收拾 要 么 收购 不从 的 就 搞 臭 从 蒙牛 到 双汇 三 全 张裕 抹黑 张裕 是 个 赤果果 的 阴谋 啊 不过 无脑 媒体 多 了 对 企业 危机 公关 能力 也 是 个 促进 感叹 缺乏 科学 精神 的 文人
__label__negative , 中 粮 五谷道场 和 蒙牛 是 打 得 最 烂 的 两 张 牌 宁 总 啊
__label__negative , 远离 蒙牛 和 伊利 远离 这 都 是 可以 确定 的 事儿
__label__negative , 蒙牛 我 以后 是 真 的 不敢 喝 了 哎 呦 喂 你 又 悲剧 了
__label__negative , 华润万 家 坑 爹 啊 在 你 那 买 的 纯牛奶 我 仔细 的 看 了 生产 日期 的 写 的 的 结果 买 回 来 一 喝 竟然 是 坏 的 无良 的 蒙牛 无良 的 华润万 家 这 是 欺骗 消费者 的 行为 求 扩散
__label__negative , 无力 吐槽 你 有 一个 好 朋友 祝 你 幸福 几 年 前 一个 在 蒙牛 工作 的 朋友 告诉 我 别 喝 蒙 牛奶 于是 我 从此 没在 喝 过 了 这 么 多 年 一 系列 蒙牛 的 负面 新闻 我 只是 奇怪 为啥 央视 还 在 给 它 继续 做 广告 呢 所以 我 要 感谢 当年 告诉 我 内幕 的 朋友
__label__negative , mb 的 以后 不买 了 蒙牛 敢 说 只 祸害 内陆 中国 人
__label__negative , 法克 蒙牛 不要 脸 无良 中国 名企 的 代表 蒙牛 的 意思 是 遭 冤枉 了 吧 使用 的 词 是 负面 媒体 报道 并 不是 蒙牛 真 有 啥 事 企业 如此 负责 任 大 家 都 来 踩 踩 吧 自作自受
__label__negative , 那 毁 掉 蒙牛 吧 那 我 想 毁 掉 别人 的 公司
__label__negative , 不买 了 我 周围 的 很多 朋友 同事 已 不买 蒙x 品牌 很 久 了 珍爱 生命 远离 蒙牛
__label__negative , 坚决 抵制 蒙牛 我 绝 不喝 蒙牛 也 劝 身边 人 不喝 不买 自 三 聚 氰胺 事件 开始 就 已 通报 全 家 禁止 买 蒙牛 所有 产品 蒙牛 不破产 倒闭 还有 天理 吗
__label__negative , 竟然 误 买 了 蒙牛 的 酸奶 决定 倒 掉 坚决 不喝 真 无耻 模仿 光明 的 包装 还 和 光明 的 放在 一起 无耻 至极
__label__negative , 刚刚 在 西直门 华堂 超市 买 的 蒙牛原味 酸奶 回 来 才 发现 是 漏 的 还 没开始 饮用 就 扔 了 两 瓶 质量 问题 太 严重 了
__label__negative , 笑掉大牙 新华 分享 蒙牛 来 首 次 换装 广告语 就 出错 蒙牛 来 首 次 换装 广告语 就 出错
__label__negative , 很 早 我 就 说 等 爱氏 晨曦 吃 进 蒙牛 股份 后 对 蒙牛 的 质疑 就 会 停止 如今 已 应验 想 知道 单 是 这 一 笔 股 价 抄底 收购 欧洲人 就 赚 了 多少 吗 蒙牛 最 糟糕 的 是 价 值观 出 问题 了 食品 安全 蒙牛 出 问题 不少 得 从 自身 找 原因 怪 不了 别人
__label__negative , 白雪峰 绳子 是 斜 着 拉 的 使 不上 劲 不愧 是 内蒙古 师范大学 毕业 的 一定 是 不小心 蒙牛 喝 多 了 nc 必须 道歉
__label__negative , 国航 就 爱 配蒙 牛酸 奶 如果 中国 有 几千 张 这 么 刺儿 头 的 脸 制度 不灵 的 情况 下 民航业 也 会 改善 很多 干 什 么 业 又 不是 呢 国航 搞 这些 小动作 只能 忽悠 傻 逼 可 他 是 罗 胖子 啊 这 张 脸 以后 估计 所有 航空 公司 都 会 谨记 了
__label__negative , 抵制 从 来不 喝 的 打 死 不喝 蒙牛 耶耶耶 油 真 真 触 眉头 哈 晦气 清明节 一定 要 骚锡 箔
__label__negative , 不喝 蒙牛 很多 年 无 良乳业 抵制 到 死 顶 着 民族 乳业 的 旗号 坑害 人民 健康 还 不赶快 去 死
__label__negative , 不过 这 红旗 应该 是 庆 双 节 吧 生活 中 的 石总 就 是 这 么 睿智 只 是 对方 脸 太 厚心 太 黑 回复 蒙牛 不倒 对 国产 奶 实在 不敢 有 信心
__label__negative , 真 的 出现 问题 再 牛 逼 的 公关 也 救 不了 蒙牛 洗洗 睡 吧
__label__negative , 八爪 今天 胃难 受 被 蒙牛 这 黑心 的 害 了
__label__negative , 蒙牛 酸奶 太太 太 难 喝 了 浓浓 的 白糖 浓浓 的 香精
__label__negative , 蒙牛 新 玩意 不怎 么 好 喝 啊 象棒 冰味 还 敢 卖 块
__label__negative , 对 百盛 严厉 问责 好 但 对 蒙牛 也 要 同样 严厉 的 问责
__label__negative , 蒙牛 一 杯 毒害 中国 人 叫 蒙牛 去 死 吧
__label__negative , 卧槽 呵呵 蒙牛 这样 没良心 的 企业 等 着 灭亡 吧
__label__negative , 我 刚 买 了 袋 高 钙 牛奶 还是 蒙牛 的 喝 了 哎 有点 后悔
__label__negative , 最 难 受 的 时候 一定 就是 喝 了 蒙牛 之后
__label__negative , 喝 没过期 的 酸奶 竟然 也 能 拉 肚子 蒙牛 啊 真 厉害
__label__negative , 蒙牛 就算 了 吧 冒 着 生命 危险 不值得
__label__negative , 给 我 一个 支点 我 可以 翘 起 整 块 切糕 蒙牛 的 标语 是 不是 应该 改 成 没有 最 坑 爹 只 有 更 坑 爹 敢于 黑 自己 就 不要 删微博
__label__negative , 蒙牛 伊利 是 最 不靠 谱 的 艹 前 两 天 刚 买 过 蒙牛 的 酸奶 我 还 喝 的 很 海皮 早就 不买 任何 蒙牛 的 产品 了
__label__negative , 国企 囖 蒙牛 为什 么 就 这 么 牛 蒙牛 屡 次 出 问题 不见 监管部门 处罚 不见 蒙牛道歉 广告 满天飞 蒙牛 为什 么 就 这 么 牛
__label__negative , 再 也 不吃 蒙牛 的 东东 了 抵制 蒙牛anything 又 改 日期 卖 过期 产品 又 发现 石头 在 果料 酸奶 里 怎 么 这 么 没良心 呢
__label__negative , 新华 分享 蒙牛 来 首 次 换装 广告语 就 出错 蒙牛 来 首 次 换装 广告语 就 出错
__label__negative , 蒙牛 这样 的 企业 好意思 继续 下去 真 是 一点 菲思 都 不要 绝 不吃 蒙牛 蒙牛 的 丑闻 数 不清
__label__negative , 祝蒙牛 早日 倒闭 多 谢 蒙牛 太 牛 了 深陷 其中 蒙牛 为什 么 就 这 么 牛 蒙牛 屡 次 出 问题 不见 监管部门 处罚 不见 蒙牛道歉 广告 满天飞 蒙牛 为什 么 就 这 么 牛
__label__negative , 以前 啥 牛奶 都 喝 最 早 喝 三 鹿 来 着 后 来 不喝 蒙牛 再 后 来 不喝 伊利 了 再 后 来也不喝 光明 了 现在 啥 牛奶 都 不喝 了
